3001	5	5	-168
3002	5	10	-168
3003	5	15	-168
3004	5	20	-168
3005	5	25	-168
3006	5	30	-168
3007	5	35	-168
3008	5	40	-168
3009	5	45	-168
3010	5	50	-168
3011	5	55	-168
3012	5	60	-168
3013	5	65	-168
3014	5	70	-168
3015	5	75	-168
3016	5	80	-168
3017	5	85	-168
3018	5	90	-168
3019	5	95	-168
3020	5	100	-168
3021	5	105	-168
3022	5	110	-168
3023	5	115	-168
3024	5	120	-168
3025	5	125	-168
3026	5	130	-168
3027	5	135	-168
3028	10	5	-168
3029	10	10	-168
3030	10	15	-168
3031	10	20	-168
3032	10	25	-168
3033	10	30	-168
3034	10	35	-168
3035	10	40	-168
3036	10	45	-168
3037	10	50	-168
3038	10	55	-168
3039	10	60	-168
3040	10	65	-168
3041	10	70	-168
3042	10	75	-168
3043	10	80	-168
3044	10	85	-168
3045	10	90	-168
3046	10	95	-168
3047	10	100	-168
3048	10	105	-168
3049	10	110	-168
3050	10	115	-168
3051	10	120	-168
3052	10	125	-168
3053	10	130	-168
3054	10	135	-168
3055	15	5	-168
3056	15	10	-168
3057	15	15	-168
3058	15	20	-168
3059	15	25	-168
3060	15	30	-168
3061	15	35	-168
3062	15	40	-168
3063	15	45	-168
3064	15	50	-168
3065	15	55	-168
3066	15	60	-168
3067	15	65	-168
3068	15	70	-168
3069	15	75	-168
3070	15	80	-168
3071	15	85	-168
3072	15	90	-168
3073	15	95	-168
3074	15	100	-168
3075	15	105	-168
3076	15	110	-168
3077	15	115	-168
3078	15	120	-168
3079	15	125	-168
3080	15	130	-168
3081	15	135	-168
3082	20	5	-168
3083	20	10	-168
3084	20	15	-168
3085	20	20	-168
3086	20	25	-168
3087	20	30	-168
3088	20	35	-168
3089	20	40	-168
3090	20	45	-168
3091	20	50	-168
3092	20	55	-168
3093	20	60	-168
3094	20	65	-168
3095	20	70	-168
3096	20	75	-168
3097	20	80	-168
3098	20	85	-168
3099	20	90	-168
3100	20	95	-168
3101	20	100	-168
3102	20	105	-168
3103	20	110	-168
3104	20	115	-168
3105	20	120	-168
3106	20	125	-168
3107	20	130	-168
3108	20	135	-168
3109	25	5	-168
3110	25	10	-168
3111	25	15	-168
3112	25	20	-168
3113	25	25	-168
3114	25	30	-168
3115	25	35	-168
3116	25	40	-168
3117	25	45	-168
3118	25	50	-168
3119	25	55	-168
3120	25	60	-168
3121	25	65	-168
3122	25	70	-168
3123	25	75	-168
3124	25	80	-168
3125	25	85	-168
3126	25	90	-168
3127	25	95	-168
3128	25	100	-168
3129	25	105	-168
3130	25	110	-168
3131	25	115	-168
3132	25	120	-168
3133	25	125	-168
3134	25	130	-168
3135	25	135	-168
3136	30	5	-168
3137	30	10	-168
3138	30	15	-168
3139	30	20	-168
3140	30	25	-168
3141	30	30	-168
3142	30	35	-168
3143	30	40	-168
3144	30	45	-168
3145	30	50	-168
3146	30	55	-168
3147	30	60	-168
3148	30	65	-168
3149	30	70	-168
3150	30	75	-168
3151	30	80	-168
3152	30	85	-168
3153	30	90	-168
3154	30	95	-168
3155	30	100	-168
3156	30	105	-168
3157	30	110	-168
3158	30	115	-168
3159	30	120	-168
3160	30	125	-168
3161	30	130	-168
3162	30	135	-168
3163	35	5	-168
3164	35	10	-168
3165	35	15	-168
3166	35	20	-168
3167	35	25	-168
3168	35	30	-168
3169	35	35	-168
3170	35	40	-168
3171	35	45	-168
3172	35	50	-168
3173	35	55	-168
3174	35	60	-168
3175	35	65	-168
3176	35	70	-168
3177	35	75	-168
3178	35	80	-168
3179	35	85	-168
3180	35	90	-168
3181	35	95	-168
3182	35	100	-168
3183	35	105	-168
3184	35	110	-168
3185	35	115	-168
3186	35	120	-168
3187	35	125	-168
3188	35	130	-168
3189	35	135	-168
3190	40	5	-168
3191	40	10	-168
3192	40	15	-168
3193	40	20	-168
3194	40	25	-168
3195	40	30	-168
3196	40	35	-168
3197	40	40	-168
3198	40	45	-168
3199	40	50	-168
3200	40	55	-168
3201	40	60	-168
3202	40	65	-168
3203	40	70	-168
3204	40	75	-168
3205	40	80	-168
3206	40	85	-168
3207	40	90	-168
3208	40	95	-168
3209	40	100	-168
3210	40	105	-168
